Month,Year,Amount,Category,Description
June 18,2018,14.90,Small purchases,Bandsaw blade
June 18,2018,16.64,Small purchases,Aluminium plate
June 18,2018,5.00,Charity,
June 18,2018,1.19,Small purchases,Screwfix plumbing
June 18,2018,36.00,Charity,
June 18,2018,-500.00,Transfers,Garden payment
June 18,2018,184.00,Train Pass,
June 18,2018,16.20,Jemma,Cinema Jurasic Park
June 18,2018,9.48,Small purchases,Screwfix plumbing
June 18,2018,18.50,Other Meals,Lads sushi
June 18,2018,5.24,Lunch,Pret
June 18,2018,12.50,Train Pass,
June 18,2018,5.00,Account fee,
June 18,2018,-25.31,Interest,
June 18,2018,-0.15,Phone,
June 18,2018,1.00,Lunch,Crisps
June 18,2018,5.00,Phone,
June 18,2018,5.99,Lunch,Pod
June 18,2018,16.29,Other Meals,Wonda ramen
June 18,2018,2.40,Train,
June 18,2018,21.50,Small purchases,Whiskey dad
June 18,2018,10.00,Other,Cash
June 18,2018,2.49,Small purchases,Screwfix hook
June 18,2018,5.25,Small purchases,Salmon Tesco
June 18,2018,10.00,Clothes,Sports direct socks
June 18,2018,16.00,Small purchases,Flowers Linda
June 18,2018,0.99,Lunch,Crisps
June 18,2018,5.95,Lunch,Wrap it up
June 18,2018,-2511.00,Salary,
June 18,2018,6.49,Lunch,Burger King
June 18,2018,1.00,Small purchases,Munchies
June 18,2018,5.24,Lunch,Pret
June 18,2018,30.98,Jemma,Pub New Forest
June 18,2018,132.65,Jemma,Limewood hotel
July 18,2018,57.10,Jemma,Roast New Forest
July 18,2018,1.29,Lunch,Coop drink
July 18,2018,2.30,Small purchases,Football crisps
July 18,2018,5.00,Charity,
July 18,2018,5.24,Lunch,Pret
July 18,2018,5.50,Lunch,Sandwich place
July 18,2018,4.20,Small purchases,Powerleague
July 18,2018,36.00,Charity,
July 18,2018,13.20,Small purchases,Bloom flowers
July 18,2018,1.00,Small purchases,Lucozade
July 18,2018,184.00,Train Pass,
July 18,2018,5.89,Other Meals,McDonalds
July 18,2018,5.00,Account fee,
July 18,2018,-24.29,Interest,
July 18,2018,-0.15,Phone,
July 18,2018,10.00,Other,Cash
July 18,2018,5.24,Lunch,Pret
July 18,2018,50.00,Big purchases,Manjeet gift
July 18,2018,2.50,Lunch,Nachos
July 18,2018,2.40,Train,
July 18,2018,30.00,Small purchases,Jake present
July 18,2018,5.20,Small purchases,Powerleague
July 18,2018,1.30,Small purchases,Lucozade
July 18,2018,5.00,Phone,
July 18,2018,-1000.00,Holiday,
July 18,2018,5.24,Lunch,Pret
July 18,2018,4.50,Lunch,Eat
July 18,2018,12.00,Small purchases,Orchid Akalja
July 18,2018,21.90,Small purchases,Pebbles wickes
July 18,2018,2008.60,Holiday,Dominican Republic
July 18,2018,24.20,Small purchases,Trains brighton
July 18,2018,20.31,Other Meals,Hummus bar shlomi
July 18,2018,4.00,Small purchases,Brighton hotel
July 18,2018,5.00,Small purchases,Jake football
July 18,2018,-3225.34,Salary,
July 18,2018,4.60,Small purchases,Flowers MM
July 18,2018,1.00,Small purchases,Lucozade
July 18,2018,5.24,Lunch,Pret
July 18,2018,1.70,Lunch,Wasabi
July 18,2018,6.25,Small purchases,Tal powerleague
August 18,2018,5.50,Small purchases,Tesco
August 18,2018,-8.33,Small purchases,Brighton hotel
August 18,2018,2.00,Lunch,Coop
August 18,2018,87.99,Clothes,New astros
August 18,2018,7.25,Small purchases,Food for Jess
August 18,2018,6.40,Lunch,Team café lunch
August 18,2018,5.00,Charity,
August 18,2018,-1623.48,Transfers,Bitcoin losses
August 18,2018,6.60,Other,Drinks Avi Rosten
August 18,2018,6.05,Small purchases,TC powerleague
August 18,2018,36.00,Charity,
August 18,2018,15.49,Small purchases,Grass seed
August 18,2018,20.41,Jemma,Mod pizza
August 18,2018,184.00,Train Pass,
August 18,2018,2.70,Jemma,Car park
August 18,2018,5.70,Small purchases,Powerleague
August 18,2018,10.75,Jemma,Drinks
August 18,2018,13.45,Jemma,Drinks
August 18,2018,5.00,Account fee,
August 18,2018,6.10,Small purchases,Powerleague
August 18,2018,-25.31,Interest,
August 18,2018,-0.15,Phone,
August 18,2018,4.25,Lunch,Pret
August 18,2018,58.49,Clothes,Topman shoes
August 18,2018,33.65,Jemma,Wahaca Oxford St
August 18,2018,2.40,Train,
August 18,2018,6.79,Lunch,Itsu
August 18,2018,0.50,Small purchases,Boots para
August 18,2018,36.00,Clothes,Topman shorts
August 18,2018,5.00,Phone,
August 18,2018,12.50,Train,
August 18,2018,6.80,Lunch,Wasabi
August 18,2018,7.33,Small purchases,Sunday footbal
August 18,2018,63.90,Jemma,Swing Hampstead
August 18,2018,20.40,Small purchases,Wickes wood
August 18,2018,3.25,Small purchases,Lucozade
August 18,2018,11.90,Lunch,Nandos ill
August 18,2018,1.60,Lunch,Pret
August 18,2018,5.10,Small purchases,Tal bwood
August 18,2018,6.49,Lunch,Burger King
August 18,2018,4.80,Train,
August 18,2018,16.00,Other Meals,Lads Likya
August 18,2018,-3224.94,Salary,
August 18,2018,12.76,Small purchases,Taxi
August 18,2018,6.79,Lunch,Itsu
August 18,2018,2.40,Train,
August 18,2018,6.10,Lunch,Wasabi
August 18,2018,3.50,Lunch,Pret
September 18,2018,56.00,Train Pass,
September 18,2018,12.50,Other Meals,Shlomi taleaway
September 18,2018,5.00,Charity,
September 18,2018,1.00,Lunch,Coop
September 18,2018,6.06,Small purchases,Wickes wood
September 18,2018,7.78,Small purchases,Screwfix
September 18,2018,6.10,Lunch,Wasabi
September 18,2018,10.90,Other Meals,Manjeet Leon
September 18,2018,36.00,Charity,
September 18,2018,3.50,Small purchases,Eye wash
September 18,2018,4.00,Other,Ak birthday drink
September 18,2018,4.00,Small purchases,Eye cream
September 18,2018,61.20,Big purchases,Walnut maple
September 18,2018,80.00,Holiday,Taxi cash
September 18,2018,5.00,Phone,
September 18,2018,-0.15,Phone,
September 18,2018,-25.31,Interest,
September 18,2018,0.90,Small purchases,Fabric samples
September 18,2018,5.00,Account fee,
September 18,2018,50.00,Big purchases,Bloom gift
September 18,2018,59.75,Holiday,Travel insurance
September 18,2018,34.98,Small purchases,PPE screwfix
September 18,2018,5.24,Lunch,Pret
September 18,2018,35.00,Holiday,Travel pillows
September 18,2018,6.40,Lunch,Wasabi
September 18,2018,0.85,Small purchases,Milk for Linda
September 18,2018,2.55,Holiday,Boots travel pots
September 18,2018,50.00,Holiday,Jemma Massage
September 18,2018,-3191.94,Salary,
September 18,2018,0.99,Lunch,Pret crisps
September 18,2018,-120.00,Holiday,Panda payment
September 18,2018,250.00,Holiday,Credit card
September 18,2018,-49.07,Holiday,Revolut transfer
October 18,2018,50.00,Big purchases,RDR2 game
October 18,2018,184.00,Train Pass,
October 18,2018,6.95,Lunch,Wasabi
October 18,2018,9.50,Train,Stanmore to work
October 18,2018,2.40,Train,
October 18,2018,5.00,Charity,
October 18,2018,15.76,Small purchases,Cards
October 18,2018,7.45,Other Meals,Lunch manjeetm
October 18,2018,36.00,Charity,
October 18,2018,17.99,Clothes,Asos jumper
October 18,2018,24.41,Small purchases,T track Axminster
October 18,2018,80.00,Big purchases,Decanter dad
October 18,2018,-40.00,Big purchases,Jess decanter dad
October 18,2018,4.24,Small purchases,Screwfix inserts
October 18,2018,6.95,Lunch,Wasabi
October 18,2018,15.00,Big purchases,New lenses
October 18,2018,5.24,Lunch,Pret
October 18,2018,-0.15,Phone,
October 18,2018,5.00,Account fee,
October 18,2018,-24.49,Interest,
October 18,2018,8.64,Small purchases,Curry ingredients
October 18,2018,8.00,Small purchases,Venom cinema
October 18,2018,100.00,Holiday,Bloom stag deposit
October 18,2018,30.00,Jemma,3d puzzle
October 18,2018,10.00,Other,Cash
October 18,2018,38.95,Jemma,Kiyoto sushi
October 18,2018,5.00,Phone,
October 18,2018,-184.00,Train Pass,
October 18,2018,5.24,Lunch,Pret
October 18,2018,6.45,Lunch,Japanese Kanteen
October 18,2018,19.21,Big purchases,Freud saw blade
October 18,2018,4.75,Lunch,Wasabi
October 18,2018,25.09,Other Meals,Stoops Shlomi
October 18,2018,7.99,Other Meals,Itsu supper
October 18,2018,-3191.94,Salary,
October 18,2018,19.95,Clothes,Charles T shirt
October 18,2018,12.65,Other Meals,Lads nandos
October 18,2018,3.50,Lunch,Pret
October 18,2018,9.81,Other Meals,Panda salmon
October 18,2018,29.50,Clothes,Primark t shirts
October 18,2018,2.40,Train,Oxford street
November 18,2018,3.50,Lunch,Pret
November 18,2018,7.00,Other Meals,Shwarma supper
November 18,2018,184.00,Train Pass,104.40 extra
November 18,2018,0.47,Small purchases,Tesco
November 18,2018,20.00,Other Meals,J2 lads
November 18,2018,24.69,Big purchases,Table saw blade
November 18,2018,587.22,Holiday,Blooms stag
November 18,2018,5.00,Charity,
November 18,2018,7.69,Small purchases,Antihistamines
November 18,2018,2.00,Other Meals,Lads dinerama
November 18,2018,2.00,Other Meals,Lads dinerama
November 18,2018,6.00,Other Meals,Lads dinerama
November 18,2018,3.90,Train,Lads dinerama
November 18,2018,6.25,Lunch,Wasabi
November 18,2018,13.00,Small purchases,Lads swingers
November 18,2018,5.24,Lunch,Pret
November 18,2018,20.00,Small purchases,Lads poker
November 18,2018,30.00,Big purchases,Teak table
November 18,2018,36.00,Charity,
November 18,2018,5.00,Account fee,
November 18,2018,-0.15,Phone,
November 18,2018,-25.31,Interest,
November 18,2018,5.00,Phone,
November 18,2018,13.00,Other Meals,Alfa Pizza Express
November 18,2018,2.55,Other,Coke pub
November 18,2018,5.24,Lunch,Pret
November 18,2018,4.75,Lunch,Wasabi
November 18,2018,5.24,Lunch,Pret
November 18,2018,3.90,Train,Lads swingers
November 18,2018,6.90,Other Meals,Wasabi supper
November 18,2018,2.50,Other,Swingers drink
November 18,2018,11.00,Small purchases,Yudel leaving gift
November 18,2018,29.99,Big purchases,Dewalt flashlight
November 18,2018,5.24,Lunch,Pret
November 18,2018,-3239.54,Salary,
December 18,2018,104.40,Train Pass,
December 18,2018,17.00,Other Meals,Yudel leaving meal
December 18,2018,5.75,Lunch,Birley sandwich
December 18,2018,5.00,Charity,
December 18,2018,90.50,Jemma,Xmas rings MV
December 18,2018,0.99,Lunch,Crisps pret
December 18,2018,36.00,Charity,
December 18,2018,4.00,Small purchases,Baileys mum
December 18,2018,5.00,Account fee,
December 18,2018,-24.49,Interest,
December 18,2018,-0.15,Phone,
December 18,2018,6.40,Lunch,Wasabi
December 18,2018,5.90,Phone,
December 18,2018,46.95,Big purchases,Dewalt battery
December 18,2018,-3398.74,Salary,
December 18,2018,-1551.40,Tutoring,Andy and Josh
December 18,2018,6.60,Lunch,Wasabi
December 18,2018,10.00,Small purchases,Nappies
December 18,2018,16.00,Other Meals,Pizza and boxing
December 18,2018,7.50,Other Meals,Pizza Shane Sapna
December 18,2018,20.95,Small purchases,Osmo oil
December 18,2018,81.00,Jemma,Tewin Bury Hotel
December 18,2018,33.53,Jemma,Sushi NYE
December 18,2018,1.49,Small purchases,Screwfix
December 18,2018,11.00,Small purchases,Dad wood wickes
December 18,2018,95.00,Clothes,Timbalands 
December 18,2018,35.00,Clothes,Chelsea boots
January 19,2019,189.70,Train Pass,
January 19,2019,45.00,Big purchases,Screws and TSTAK
January 19,2019,3.00,Small purchases,Bloom chocolates
January 19,2019,10.00,Small purchases,Watch battery
January 19,2019,19.20,Clothes,Slippers
January 19,2019,30.00,Big purchases,TSTAK foam
January 19,2019,10.00,Small purchases,Flowers grandma
January 19,2019,63.00,Big purchases,Stapler and TSTAK
January 19,2019,-150.00,Tutoring,Josh extra
January 19,2019,5.24,Lunch,Pret
January 19,2019,2.70,Small purchases,Wheatabix
January 19,2019,19.99,Clothes,Nike gloves
January 19,2019,3.29,Small purchases,Screwfix staples
January 19,2019,4.80,Train,Bolsover St
January 19,2019,5.00,Charity,
January 19,2019,5.24,Lunch,Pret
January 19,2019,36.00,Charity,
January 19,2019,40.35,Jemma,Loch Fyne
January 19,2019,15.00,Lunch,Honest Burger
January 19,2019,2.95,Small purchases,Wheatabix
January 19,2019,5.00,Account fee,
January 19,2019,5.00,Phone,
January 19,2019,-0.18,Phone,
January 19,2019,-25.31,Interest,
January 19,2019,23.97,Jemma,Pizza Charlotte
January 19,2019,13.00,Other Meals,Josh R Pizza
January 19,2019,2.50,Lunch,Greggs
January 19,2019,5.24,Lunch,Pret
January 19,2019,11.85,Jemma,Cards
January 19,2019,7.95,Lunch,Chilangos
January 19,2019,26.27,Small purchases,Photo frames
January 19,2019,-48.10,Tutoring,Ken
January 19,2019,5.49,Small purchases,Photos Jemma
January 19,2019,170.00,Big purchases,Pc components
January 19,2019,175.99,Big purchases,Pc components
January 19,2019,167.20,Big purchases,Pc components
January 19,2019,6.99,Lunch,Itsu
January 19,2019,-37.50,Tutoring,Ken
January 19,2019,6.60,Lunch,Wasabi
January 19,2019,-3239.14,Salary,
January 19,2019,2.99,Small purchases,Tortoise gift
January 19,2019,3.00,Small purchases,Hobbycraft card
January 19,2019,5.29,Small purchases,Boots eye drops
January 19,2019,3.80,Lunch,Marks sandwich
January 19,2019,2.30,Small purchases,Deicer
January 19,2019,6.99,Lunch,Itsu
February 19,2019,100.00,Transfers,Marcus
February 19,2019,189.70,Train Pass,
February 19,2019,11900.00,Transfers,Marcus
February 19,2019,5.00,Charity,
February 19,2019,50.10,Jemma,Flowers valentines
February 19,2019,6.99,Lunch,Itsu
February 19,2019,12.99,Small purchases,Lights screwfix
